year,state_fips,county_fips,county_name,pct_continuous,rotation_pixel_count
2011,17,89,Kane,0.0470731166965632,2781
2011,17,63,Grundy,0.0412371913181359,5247
2011,17,111,McHenry,0.0545309780874996,3059
2011,17,197,Will,0.1235774845610749,6666
2011,17,43,DuPage,0.0927647534357316,98
2011,17,97,Lake,0.1356226531161491,618
2011,17,91,Kankakee,0.0666426651990879,7527
2011,17,11,Bureau,0.0342530175409088,7156
2011,17,155,Putnam,0.037422251642395,1279
2011,17,99,LaSalle,0.0429148948151171,13868
2011,17,131,Mercer,0.0406254219633109,6583
2011,17,161,Rock Island,0.0475353000504286,3169
2011,17,73,Henry,0.0279526320415521,9624
2011,17,103,Lee,0.0456697136209018,5492
2011,17,195,Whiteside,0.0355459306158028,4219
2011,19,149,Plymouth,0.038169738407245,12067
2011,19,193,Woodbury,0.0626432121963845,10550
2011,19,27,Carroll,0.0445826728015569,7390
2011,19,61,Dubuque,0.0455015675397305,1749
2011,19,101,Jefferson,0.049256213968434,4193
2011,19,187,Webster,0.0299900005640258,9060
2011,19,111,Lee,0.0667964531699307,4475
2011,19,127,Marshall,0.0444299659374071,7615
2011,19,195,Worth,0.034005430964091,5233
2011,19,33,Cerro Gordo,0.0414106899754124,6323
2011,19,51,Davis,0.0873981988069422,3454
2011,19,179,Wapello,0.0448153022025494,3593
2011,19,41,Clay,0.0584274764062285,8160
2011,19,59,Dickinson,0.049186943620178,5194
2011,19,21,Buena Vista,0.0486377463149079,8787
2011,19,13,Black Hawk,0.0353410758726309,6231
2011,19,75,Grundy,0.0669796510620175,8004
2011,19,17,Bremer,0.0351147345679561,4481
2011,19,85,Harrison,0.0480119344188722,7629
2011,19,129,Mills,0.0829966293591462,5873
2011,19,155,Pottawattamie,0.0687774699575562,12542
2011,19,123,Mahaska,0.0399975979626801,6482
2011,19,125,Marion,0.0526180354938319,5115
2011,19,53,Decatur,0.1116449845858466,3221
2011,19,31,Cedar,0.0333106709221183,6424
2011,19,151,Pocahontas,0.0423982243251505,9259
2011,19,109,Kossuth,0.040777225557317,13979
2011,19,89,Howard,0.0495818658094837,5845
2011,19,147,Palo Alto,0.0363344352575564,7362
2011,19,159,Ringgold,0.052332004330747,4319
2011,19,25,Calhoun,0.0301025058427587,8530
2011,19,39,Clarke,0.0882580432814943,3133
2011,19,65,Fayette,0.0392546648503582,6982
2011,19,1,Adair,0.0678676428911161,8051
2011,19,37,Chickasaw,0.0345928310404795,5749
2011,19,81,Hancock,0.0364637376787996,7029
2011,19,157,Poweshiek,0.0358165679469491,7239
2011,19,165,Shelby,0.0565087084345206,9036
2011,19,185,Wayne,0.0880996825985366,4942
2011,19,97,Jackson,0.0487370060825752,2794
2011,19,43,Clayton,0.0390634625468111,2766
2011,19,7,Appanoose,0.1274016523852982,3448
2011,19,177,Van Buren,0.0539362743550068,3394
2011,19,197,Wright,0.0254934202825537,8463
2011,19,137,Montgomery,0.0596352701721369,5853
2011,19,175,Union,0.0797740936754535,4316
2011,19,107,Keokuk,0.0456172295879184,6281
2011,19,131,Mitchell,0.0411527796403403,5511
2011,19,191,Winneshiek,0.0502172379773322,3728
2011,19,161,Sac,0.0450582216202505,8284
2011,19,55,Delaware,0.0237741723956752,2862
2011,19,67,Floyd,0.0450438517167508,6226
2011,19,9,Audubon,0.0428719526273931,6825
2011,19,79,Hamilton,0.0305256394049251,6813
2011,19,69,Franklin,0.0415110497079862,6924
2011,19,141,O'Brien,0.0358121071037037,9124
2011,19,167,Sioux,0.0315199428488084,9830
2011,19,5,Allamakee,0.0640079665923552,1593
2011,19,189,Winnebago,0.0344060509411212,5315
2011,19,93,Ida,0.0483041419069178,6357
2011,19,29,Cass,0.0461629492787639,7861
2011,19,83,Hardin,0.0265917534103904,6269
2011,19,173,Taylor,0.0711066538379966,6139
2011,19,145,Page,0.0626948897037728,7593
2011,19,35,Cherokee,0.0401544077343813,8489
2011,19,71,Fremont,0.0965682697597547,6865
2011,19,95,Iowa,0.0625856981521356,6166
2011,19,23,Butler,0.0375740241882854,6699
2011,19,63,Emmet,0.0401143612461331,5432
2011,19,47,Crawford,0.0510465959823704,9697
2011,19,19,Buchanan,0.0328466320946201,5399
2011,19,143,Osceola,0.0526281456936866,6259
2011,19,73,Greene,0.0245451823906702,7476
2011,19,87,Henry,0.0571441050448219,4458
2011,19,119,Lyon,0.0529707063815175,7910
2011,19,3,Adams,0.0541747141967199,5230
2011,19,133,Monona,0.063595474187113,8054
2011,19,91,Humboldt,0.065272399858484,6497
2011,19,115,Louisa,0.052910758613675,4160
2011,19,171,Tama,0.0568123199857698,8700
2011,19,135,Monroe,0.0844392757787203,2276
2011,19,117,Lucas,0.0725750350189652,2534
2011,19,57,Des Moines,0.054438969190439,4057
2011,19,11,Benton,0.0385800741562437,9346
2011,19,113,Linn,0.0322163163426882,5837
2011,19,105,Jones,0.0299083058524117,3974
2011,19,103,Johnson,0.0330973697738176,5192
2011,19,183,Washington,0.035707697266336,5685
2011,19,45,Clinton,0.0284436332942243,6612
2011,19,163,Scott,0.0349914956355424,4002
2011,19,139,Muscatine,0.035163848571001,4331
2011,19,169,Story,0.0532023462399132,7015
2011,19,15,Boone,0.0356871095309403,6662
2011,19,121,Madison,0.073739793079489,5633
2011,19,181,Warren,0.0781789261545981,4946
2011,19,49,Dallas,0.0478088958073058,7121
